customerkey,gender,city,state,country,continent,age
667725,Female,MARSEILLE,Provence-Alpes-Côte d'Azur,France,Europe,47
667919,Female,HAGUENAU,Alsace,France,Europe,71
668117,Male,LUNEL,Languedoc-Roussillon,France,Europe,74
668140,Female,LES LILAS,Île-de-France,France,Europe,60
668236,Male,RIS-ORANGIS,Île-de-France,France,Europe,71
668660,Male,MANOSQUE,Provence-Alpes-Côte d'Azur,France,Europe,56
668718,Female,MANOSQUE,Provence-Alpes-Côte d'Azur,France,Europe,71
669505,Female,MEAUX,Île-de-France,France,Europe,33
669524,Female,OZOIR-LA-FERRIÈRE,Île-de-France,France,Europe,47
669715,Male,BRUNOY,Île-de-France,France,Europe,41
669726,Male,LIBOURNE,Aquitaine,France,Europe,28
670000,Male,Paris,Île-de-France,France,Europe,87
670016,Female,LANESTER,Bretagne,France,Europe,46
670143,Male,BRUAY-LA-BUISSIÈRE,Nord-Pas-de-Calais,France,Europe,37
670551,Male,Paris,Île-de-France,France,Europe,28
670613,Male,CANNES,Provence-Alpes-Côte d'Azur,France,Europe,82
670666,Female,DUNKERQUE,Nord-Pas-de-Calais,France,Europe,28
670724,Female,LES MUREAUX,Île-de-France,France,Europe,77
670977,Female,LA GARENNE-COLOMBES,Île-de-France,France,Europe,30
670996,Female,SAINT-LÔ,Basse-Normandie,France,Europe,83
671075,Male,COGNAC,Poitou-Charentes,France,Europe,41
671129,Male,FRANCONVILLE-LA-GARENNE,Île-de-France,France,Europe,36
671305,Female,MARSEILLE,Provence-Alpes-Côte d'Azur,France,Europe,51
671569,Female,VIERZON,Centre,France,Europe,70
671619,Male,TAVERNY,Île-de-France,France,Europe,53
672129,Female,SAINT-RAPHAËL,Provence-Alpes-Côte d'Azur,France,Europe,76
672139,Male,MENTON,Provence-Alpes-Côte d'Azur,France,Europe,74
672148,Male,SAINTE-MARIE,Martinique,France,Europe,66
672150,Female,LES ULIS,Île-de-France,France,Europe,59
672326,Male,DOUAI,Nord-Pas-de-Calais,France,Europe,52
672546,Male,AVIGNON,Provence-Alpes-Côte d'Azur,France,Europe,59
672584,Female,PONTOISE,Île-de-France,France,Europe,72
672856,Female,BÉTHUNE,Nord-Pas-de-Calais,France,Europe,64
672896,Female,MONTFERMEIL,Île-de-France,France,Europe,86
673337,Male,VANNES,Bretagne,France,Europe,42
673346,Female,VERSAILLES,Île-de-France,France,Europe,23
673348,Male,OYONNAX,Rhône-Alpes,France,Europe,81
673591,Female,FONTENAY-AUX-ROSES,Île-de-France,France,Europe,47
673770,Male,Paris,Île-de-France,France,Europe,44
674015,Female,BAR-LE-DUC,Lorraine,France,Europe,60
674161,Female,NICE,Provence-Alpes-Côte d'Azur,France,Europe,25
674223,Female,LA COURNEUVE,Île-de-France,France,Europe,57
674234,Female,CHARLEVILLE-MÉZIÈRES,Champagne-Ardenne,France,Europe,76
674424,Male,SAVIGNY-LE-TEMPLE,Île-de-France,France,Europe,26
674468,Female,MARSEILLE,Provence-Alpes-Côte d'Azur,France,Europe,77
674569,Female,CHÂLONS-EN-CHAMPAGNE,Champagne-Ardenne,France,Europe,71
674984,Male,LYON,Rhône-Alpes,France,Europe,82
675045,Female,CHARTRES,Centre,France,Europe,81
675240,Female,ERMONT,Île-de-France,France,Europe,32
675324,Female,VILLEJUIF,Île-de-France,France,Europe,79
675600,Female,DOUAI,Nord-Pas-de-Calais,France,Europe,29
675714,Male,BONDY,Île-de-France,France,Europe,56
675720,Male,LE TAMPON,Guyane,France,Europe,55
676028,Male,CHARENTON-LE-PONT,Île-de-France,France,Europe,85
676036,Female,LE TAMPON,Guyane,France,Europe,72
676059,Male,VIRY-CHÂTILLON,Île-de-France,France,Europe,71
676146,Male,MÂCON,Bourgogne,France,Europe,84
676383,Male,VILLENEUVE-D'ASCQ,Nord-Pas-de-Calais,France,Europe,80
676423,Male,DRANCY,Île-de-France,France,Europe,40
676614,Female,MONTIGNY-LE-BRETONNEUX,Île-de-France,France,Europe,72
676732,Female,ISSY-LES-MOULINEAUX,Île-de-France,France,Europe,40
676783,Male,SAINT-ANDRÉ,Guyane,France,Europe,56
677175,Female,LA GARDE,Provence-Alpes-Côte d'Azur,France,Europe,72
677238,Male,LIÉVIN,Nord-Pas-de-Calais,France,Europe,35
677564,Male,LA GARDE,Provence-Alpes-Côte d'Azur,France,Europe,75
677966,Male,COURBEVOIE,Île-de-France,France,Europe,30
678055,Male,L'HA-LES-ROSES,Île-de-France,France,Europe,87
678075,Male,VILLEPINTE,Île-de-France,France,Europe,41
678256,Male,STRASBOURG,Alsace,France,Europe,38
678665,Male,VERTOU,Pays de la Loire,France,Europe,56
678808,Female,Paris,Île-de-France,France,Europe,71
678886,Male,CLICHY-SOUS-BOIS,Île-de-France,France,Europe,69
678925,Male,VANVES,Île-de-France,France,Europe,70
679134,Male,TOURS,Centre,France,Europe,29
679190,Female,MILLAU,Midi-Pyrénées,France,Europe,74
679405,Male,FONTENAY-SOUS-BOIS,Île-de-France,France,Europe,52
679714,Female,SAINT-LAURENT-DU-VAR,Provence-Alpes-Côte d'Azur,France,Europe,77
679886,Male,YERRES,Île-de-France,France,Europe,72
680201,Female,SAINT-ANDRÉ,Guyane,France,Europe,31
680259,Male,SAINTE-MARIE,Guyane,France,Europe,34
680268,Male,PESSAC,Aquitaine,France,Europe,39
680422,Female,ALFORTVILLE,Île-de-France,France,Europe,38
680571,Male,AMIENS,Picardie,France,Europe,35
680779,Male,SARREGUEMINES,Lorraine,France,Europe,34
680795,Male,DAX,Aquitaine,France,Europe,83
680858,Female,SAINT-MARTIN,Guadeloupe,France,Europe,36
680904,Male,SURESNES,Île-de-France,France,Europe,59
681025,Female,CHÂTEAUROUX,Centre,France,Europe,66
681072,Male,CHARENTON-LE-PONT,Île-de-France,France,Europe,78
681493,Male,NICE,Provence-Alpes-Côte d'Azur,France,Europe,60
681762,Male,BORDEAUX,Aquitaine,France,Europe,58
681898,Female,PIERREFITTE-SUR-SEINE,Île-de-France,France,Europe,86
682276,Male,Paris,Île-de-France,France,Europe,30
682544,Male,SAINT-OUEN,Île-de-France,France,Europe,78
682570,Female,CASTRES,Midi-Pyrénées,France,Europe,27
682759,Male,METZ,Lorraine,France,Europe,30
682803,Female,AUXERRE,Bourgogne,France,Europe,70
683209,Female,BEAUVAIS,Picardie,France,Europe,30
683751,Male,WATTRELOS,Nord-Pas-de-Calais,France,Europe,58
683827,Female,AJACCIO,Corse,France,Europe,66
684027,Female,CORBEIL-ESSONNES,Île-de-France,France,Europe,57
684131,Female,SAINT-LEU,Guyane,France,Europe,46
684747,Female,VIERZON,Centre,France,Europe,53
684862,Male,NANTES,Pays de la Loire,France,Europe,80
685016,Male,SAINTES,Poitou-Charentes,France,Europe,72
685356,Male,GARGES-LÈS-GONESSE,Île-de-France,France,Europe,30
685457,Female,RILLIEUX-LA-PAPE,Rhône-Alpes,France,Europe,34
685809,Female,ORLÉANS,Centre,France,Europe,75
685916,Female,LE KREMLIN-BICÊTRE,Île-de-France,France,Europe,75
686082,Male,SIX-FOURS-LES-PLAGES,Provence-Alpes-Côte d'Azur,France,Europe,59
686119,Female,DIGNE-LES-BAINS,Provence-Alpes-Côte d'Azur,France,Europe,24
686333,Male,ANGERS,Pays de la Loire,France,Europe,79
686451,Male,LONS-LE-SAUNIER,Franche-Comté,France,Europe,40
686625,Female,SÈTE,Languedoc-Roussillon,France,Europe,47
686657,Male,THIONVILLE,Lorraine,France,Europe,87
686677,Male,LAON,Picardie,France,Europe,28
686739,Female,LE HAVRE,Haute-Normandie,France,Europe,23
686760,Female,VÉNISSIEUX,Rhône-Alpes,France,Europe,37
686863,Female,Abbeville,Picardie,France,Europe,26
687250,Female,ARMENTIÈRES,Nord-Pas-de-Calais,France,Europe,73
687324,Male,PLAISIR,Île-de-France,France,Europe,46
687377,Male,CHAMBÉRY,Rhône-Alpes,France,Europe,76
687475,Female,VICHY,Auvergne,France,Europe,62
687812,Male,DUNKERQUE,Nord-Pas-de-Calais,France,Europe,61
687949,Female,LA COURNEUVE,Île-de-France,France,Europe,34
688148,Female,Paris,Île-de-France,France,Europe,68
688222,Male,CERGY,Île-de-France,France,Europe,58
689013,Female,TORCY,Île-de-France,France,Europe,86
689695,Female,SAINT-BRIEUC,Bretagne,France,Europe,57
689879,Male,LE MANS,Pays de la Loire,France,Europe,61
690019,Female,LA ROCHELLE,Poitou-Charentes,France,Europe,60
690042,Male,CREIL,Picardie,France,Europe,51
690102,Female,LA CIOTAT,Provence-Alpes-Côte d'Azur,France,Europe,58
690190,Male,CHÂTEAUROUX,Centre,France,Europe,64
690253,Female,PONTOISE,Île-de-France,France,Europe,49
690270,Male,DÉCINES-CHARPIEU,Rhône-Alpes,France,Europe,27
690811,Male,LONGJUMEAU,Île-de-France,France,Europe,74
691117,Female,CRÉTEIL,Île-de-France,France,Europe,34
691420,Male,MARSEILLE,Provence-Alpes-Côte d'Azur,France,Europe,73
691863,Female,CANNES,Provence-Alpes-Côte d'Azur,France,Europe,82
692231,Male,TREMBLAY-EN-FRANCE,Île-de-France,France,Europe,62
692257,Male,MEUDON,Île-de-France,France,Europe,85
692328,Male,GAGNY,Île-de-France,France,Europe,87
692410,Female,CHARENTON-LE-PONT,Île-de-France,France,Europe,54
692519,Female,LE HAVRE,Haute-Normandie,France,Europe,45
692544,Female,DRAVEIL,Île-de-France,France,Europe,70
692591,Male,THIONVILLE,Lorraine,France,Europe,26
692629,Male,SAINT-DIÉ,Lorraine,France,Europe,45
692655,Female,ORLY,Île-de-France,France,Europe,34
692661,Female,MARSEILLE,Provence-Alpes-Côte d'Azur,France,Europe,68
692856,Female,LE KREMLIN-BICÊTRE,Île-de-France,France,Europe,30
692928,Male,SCHILTIGHEIM,Alsace,France,Europe,30
693192,Male,MONTPELLIER,Languedoc-Roussillon,France,Europe,76
693285,Female,DZAOUDZI,Mayotte,France,Europe,45
693417,Male,DÉCINES-CHARPIEU,Rhône-Alpes,France,Europe,33
693577,Male,TAVERNY,Île-de-France,France,Europe,70
693644,Male,VILLENEUVE-D'ASCQ,Nord-Pas-de-Calais,France,Europe,75
693684,Female,VILLEFRANCHE-SUR-SAÔNE,Rhône-Alpes,France,Europe,42
693870,Female,BOULOGNE-SUR-MER,Nord-Pas-de-Calais,France,Europe,59
693900,Male,VILLEPARISIS,Île-de-France,France,Europe,87
693988,Male,Paris,Île-de-France,France,Europe,44
694125,Male,CLICHY-SOUS-BOIS,Île-de-France,France,Europe,50
694539,Male,SEDAN,Champagne-Ardenne,France,Europe,51
694742,Male,DRANCY,Île-de-France,France,Europe,38
695035,Female,LORMONT,Aquitaine,France,Europe,71
695043,Male,LA ROCHELLE,Poitou-Charentes,France,Europe,83
695272,Female,LYON,Rhône-Alpes,France,Europe,65
695433,Female,NOGENT-SUR-MARNE,Île-de-France,France,Europe,44
695498,Male,COMBS-LA-VILLE,Île-de-France,France,Europe,27
695534,Female,BORDEAUX,Aquitaine,France,Europe,73
695540,Male,PONTOISE,Île-de-France,France,Europe,73
695718,Female,DUNKERQUE,Nord-Pas-de-Calais,France,Europe,81
696060,Female,BELFORT,Franche-Comté,France,Europe,38
696397,Male,LE CHESNAY,Île-de-France,France,Europe,51
696406,Male,RODEZ,Midi-Pyrénées,France,Europe,28
696567,Male,CREIL,Picardie,France,Europe,36
696590,Female,GUÉRET,Limousin,France,Europe,86
696600,Male,TOURCOING,Nord-Pas-de-Calais,France,Europe,83
696756,Female,DUNKERQUE,Nord-Pas-de-Calais,France,Europe,67
696759,Male,CHERBOURG,Basse-Normandie,France,Europe,48
696791,Female,TROYES,Champagne-Ardenne,France,Europe,80
696874,Male,MONTREUIL,Île-de-France,France,Europe,75
696937,Female,CHARLEVILLE-MÉZIÈRES,Champagne-Ardenne,France,Europe,82
696960,Female,BORDEAUX,Aquitaine,France,Europe,62
697182,Female,DOUAI,Nord-Pas-de-Calais,France,Europe,36
697365,Male,SAINT-CHAMOND,Rhône-Alpes,France,Europe,38
697393,Male,CALUIRE-ET-CUIRE,Rhône-Alpes,France,Europe,40
698036,Female,THIAIS,Île-de-France,France,Europe,28
698055,Male,MONTGERON,Île-de-France,France,Europe,80
698159,Male,AMIENS,Picardie,France,Europe,70
698196,Female,ANGERS,Pays de la Loire,France,Europe,72
698421,Male,MARIGNANE,Provence-Alpes-Côte d'Azur,France,Europe,63
698488,Male,HYÈRES,Provence-Alpes-Côte d'Azur,France,Europe,70
698517,Female,VILLENEUVE-SAINT-GEORGES,Île-de-France,France,Europe,25
698533,Male,MÂCON,Bourgogne,France,Europe,75
698538,Female,ROMAINVILLE,Île-de-France,France,Europe,46
698624,Female,THIAIS,Île-de-France,France,Europe,35
698703,Female,VILLENAVE-D'ORNON,Aquitaine,France,Europe,79
698960,Female,SUCY-EN-BRIE,Île-de-France,France,Europe,64
699486,Female,RENNES,Bretagne,France,Europe,25
699820,Female,BASTIA,Corse,France,Europe,59
699830,Male,Paris,Île-de-France,France,Europe,27
699864,Male,CRÉTEIL,Île-de-France,France,Europe,80
700308,Female,Natile,Reggio Calabria,Italy,Europe,77
700309,Male,Pietrelcina,Benevento,Italy,Europe,28
700354,Female,Rettorgole,Vicenza,Italy,Europe,66
700619,Male,Brazzolo,Ferrara,Italy,Europe,78
700909,Male,Tamara,Ferrara,Italy,Europe,80
701241,Male,Villanova Di Guidonia,Roma,Italy,Europe,81
701368,Male,Borgo Callea,Agrigento,Italy,Europe,25
701397,Male,Briga Alta,Imperia,Italy,Europe,87
701474,Female,Milano,Milano,Italy,Europe,67
701625,Female,San Michele Cavana,Parma,Italy,Europe,55
701698,Female,Cocomaro Di Cona,Ferrara,Italy,Europe,25
701706,Male,Chiuduno,Bergamo,Italy,Europe,35
702273,Male,Modica Alta,Ragusa,Italy,Europe,25
702340,Female,Anduins,Pordenone,Italy,Europe,59
702544,Female,Bardino Vecchio,Savona,Italy,Europe,53
702602,Female,Bagni Di Lucca Ponte,Lucca,Italy,Europe,66
702870,Male,Spinetta,Cuneo,Italy,Europe,87
703000,Male,Cese,L'Aquila,Italy,Europe,83
703212,Male,Monte Di Mezzo,Trento,Italy,Europe,87
703247,Male,Acquarica Di Lecce,Lecce,Italy,Europe,77
703705,Female,Fontaniva,Padova,Italy,Europe,45
703716,Female,Dozza Imolese,Bologna,Italy,Europe,48
703936,Female,Buonabitacolo,Salerno,Italy,Europe,28
703938,Male,Aglietti,Biella,Italy,Europe,78
704034,Male,Canosa Sannita,Chieti,Italy,Europe,50
704242,Male,Genova,Genova,Italy,Europe,44
704350,Female,Genova,Genova,Italy,Europe,88
704565,Male,Andrate,Torino,Italy,Europe,46
705074,Female,Faule,Cuneo,Italy,Europe,61
705717,Male,Leivi,Genova,Italy,Europe,28
705889,Female,Mileto,Vibo Valentia,Italy,Europe,80
706108,Male,Ferruzzano,Reggio Calabria,Italy,Europe,54
706132,Male,Lamezia Terme,Catanzaro,Italy,Europe,36
706542,Male,Villar San Costanzo,Cuneo,Italy,Europe,27
706638,Male,Celle Ligure,Savona,Italy,Europe,55
706651,Male,Osimo,Ancona,Italy,Europe,31
706792,Male,Montegranaro,Perugia,Italy,Europe,55
706898,Male,Borgo Isonzo,Latina,Italy,Europe,55
706964,Male,Cibiana Di Cadore,Belluno,Italy,Europe,70
707089,Male,Orsago,Treviso,Italy,Europe,23
707360,Female,Scaldasole,Pavia,Italy,Europe,28
707559,Male,Borgio Verezzi,Savona,Italy,Europe,24
707750,Male,Cesole,Mantova,Italy,Europe,49
707884,Female,Osio Sopra,Bergamo,Italy,Europe,52
707986,Female,Roncadelle,Treviso,Italy,Europe,28
708076,Female,Venegono Superiore,Varese,Italy,Europe,58
708182,Male,Santomato,Pistoia,Italy,Europe,60
708260,Female,Ribera,Agrigento,Italy,Europe,66
708287,Male,Melano Bastia,Ancona,Italy,Europe,42
708460,Male,Ottana,Nuoro,Italy,Europe,26
708522,Male,Fonterutoli,Siena,Italy,Europe,52
708914,Male,Merlara,Padova,Italy,Europe,60
709043,Female,Ponte Dell'Olio,Piacenza,Italy,Europe,54
709049,Male,Treschietto,Massa,Italy,Europe,84
709262,Male,Caldonazzo,Trento,Italy,Europe,44
709368,Female,Fisciano,Salerno,Italy,Europe,38
709437,Male,Dagala Del Re,Catania,Italy,Europe,58
709485,Male,Botticino,Brescia,Italy,Europe,53
709684,Male,San Donato Di Lecce,Lecce,Italy,Europe,75
709785,Male,Chiaramonti,Sassari,Italy,Europe,62
709822,Female,Pissatola,Rovigo,Italy,Europe,62
709983,Female,Santa Maria Di Castellabate,Salerno,Italy,Europe,47
710058,Male,Ponte Di Legno,Brescia,Italy,Europe,33
710062,Female,Pessina Cremonese,Cremona,Italy,Europe,28
710500,Female,Gambara,Brescia,Italy,Europe,42
710555,Male,Castano Primo,Milano,Italy,Europe,59
710592,Male,Bargi,Bologna,Italy,Europe,53
710673,Male,Castello,Firenze,Italy,Europe,46
710996,Female,Giuncarico,Grosseto,Italy,Europe,32
711038,Male,Corigliano,Caserta,Italy,Europe,29
711449,Female,Ghiare Di Corniglio,Parma,Italy,Europe,68
711877,Male,Castri Di Lecce,Lecce,Italy,Europe,86
712403,Male,Loreggia,Padova,Italy,Europe,86
713013,Female,Borgo A Mozzano,Lucca,Italy,Europe,68
713137,Female,Lodine,Nuoro,Italy,Europe,68
713185,Female,Isera,Trento,Italy,Europe,86
713229,Female,Pesche,Isernia,Italy,Europe,59
713338,Male,Tresivio,Sondrio,Italy,Europe,57
713424,Male,Roverdicre,Rovigo,Italy,Europe,30
713533,Female,Villastellone,Torino,Italy,Europe,51
713687,Female,Pieve Del Cairo,Pavia,Italy,Europe,47
713731,Female,Porto Santa Margherita,Venezia,Italy,Europe,81
714362,Male,Tadasuni,Oristano,Italy,Europe,30
714400,Male,Santa Maria Di Catanzaro,Catanzaro,Italy,Europe,86
714472,Female,Orgosolo,Nuoro,Italy,Europe,56
715102,Female,Piraino,Messina,Italy,Europe,77
715258,Female,Il Castagno Val D'Elsa,Firenze,Italy,Europe,61
715317,Male,Portovecchio,Livorno,Italy,Europe,71
715379,Male,Ciminna,Palermo,Italy,Europe,59
715406,Male,Legoli,Pisa,Italy,Europe,37
715459,Male,Angiari,Verona,Italy,Europe,59
715599,Female,Aviatico,Bergamo,Italy,Europe,59
715709,Male,Pino Torinese,Torino,Italy,Europe,84
715740,Male,Valmareno,Treviso,Italy,Europe,59
715903,Female,Valmorea,Como,Italy,Europe,37
716015,Male,Borgo Sant'Antonio Abate,Caserta,Italy,Europe,38
716065,Female,Mandria,Padova,Italy,Europe,23
716463,Female,Cropalati,Cosenza,Italy,Europe,34
716491,Male,Monastero Di Lanzo,Torino,Italy,Europe,84
716672,Male,Fossalta Di Portogruaro,Venezia,Italy,Europe,78
716838,Male,Vigevano,Pavia,Italy,Europe,69
716868,Male,Montegaldella,Vicenza,Italy,Europe,36
717000,Male,Valtina,Bolzano,Italy,Europe,80
717070,Female,Piantedo,Sondrio,Italy,Europe,24
717074,Male,Trecate,Novara,Italy,Europe,57
717147,Female,Sauze D'Oulx,Torino,Italy,Europe,53
717325,Male,Romagnese,Pavia,Italy,Europe,88
717437,Female,Osmannoro,Firenze,Italy,Europe,36
717492,Female,Villamaina,Avellino,Italy,Europe,67
717682,Female,Castelnuovo Di San Pio Delle Camere,L'Aquila,Italy,Europe,37
718064,Female,Gessate,Milano,Italy,Europe,63
718151,Male,Carpari,Taranto,Italy,Europe,55
718173,Female,Parona Di Valpolicella,Verona,Italy,Europe,76
718217,Male,Gramolazzo,Lucca,Italy,Europe,31
718397,Female,Certosa Di Pavia,Pavia,Italy,Europe,29
718462,Female,Trino Vercellese,Vercelli,Italy,Europe,67
718695,Female,Fogliano Redipuglia,Gorizia,Italy,Europe,59
718811,Male,Frisa,Chieti,Italy,Europe,55
718876,Male,Viconovo,Ferrara,Italy,Europe,38
718997,Female,Bubbiano,Milano,Italy,Europe,36
719193,Female,Farra Di Soligo,Treviso,Italy,Europe,75
719411,Female,Perugia,Perugia,Italy,Europe,43
719537,Male,San Possidonio,Modena,Italy,Europe,78
719846,Female,Pera Di Fassa,Trento,Italy,Europe,26
719881,Female,Masciago Primo,Varese,Italy,Europe,28
720034,Male,Passo Rolle,Trento,Italy,Europe,31
720281,Female,Marmora,Cuneo,Italy,Europe,40
720460,Female,Sant'Ilario,Livorno,Italy,Europe,22
720712,Male,Borsea,Rovigo,Italy,Europe,41
720845,Male,Anitrella,Frosinone,Italy,Europe,68
720913,Male,Trinitapoli,Foggia,Italy,Europe,27
721118,Female,Passalacqua,Alessandria,Italy,Europe,23
721329,Male,Armeno,Novara,Italy,Europe,43
721480,Male,Montale Rangone,Modena,Italy,Europe,29
721654,Female,Torchiara,Salerno,Italy,Europe,54
722293,Female,Casalsottano,Salerno,Italy,Europe,81
722377,Female,Valle San Giovanni,Teramo,Italy,Europe,68
722428,Male,Careri,Reggio Calabria,Italy,Europe,62
722550,Female,Isolona,Genova,Italy,Europe,53
722794,Female,Conversano,Bari,Italy,Europe,34
722869,Male,Torrazza Coste,Pavia,Italy,Europe,63
722960,Female,Casolla,Caserta,Italy,Europe,27
723189,Male,Basaldella,Udine,Italy,Europe,76
723572,Male,Galdo Degli Alburni,Salerno,Italy,Europe,32
723850,Male,Anoia Superiore,Reggio Calabria,Italy,Europe,85
724179,Male,Laureana Cilento,Salerno,Italy,Europe,84
724336,Female,Montanera,Cuneo,Italy,Europe,41
724370,Female,Amandola,Ascoli Piceno,Italy,Europe,32
724504,Male,Sant'Agabio,Novara,Italy,Europe,87
724534,Male,Castello Inici,Trapani,Italy,Europe,87
724604,Male,Borgo A Mozzano,Lucca,Italy,Europe,50
724641,Female,Messina,Messina,Italy,Europe,65
724827,Male,Giammoro,Messina,Italy,Europe,70
724954,Female,Montecchio Emilia,Reggio Emilia,Italy,Europe,27
724985,Male,Mogliano Veneto,Treviso,Italy,Europe,76
725053,Male,Nocera Inferiore,Salerno,Italy,Europe,23
725150,Female,Malmantile,Firenze,Italy,Europe,67
725349,Female,Mara,Sassari,Italy,Europe,82
725358,Male,San Genesio,Bolzano,Italy,Europe,82
725372,Male,Villamagna,Pisa,Italy,Europe,38
725383,Male,Pedescala,Vicenza,Italy,Europe,57
725672,Male,Ripatransone,Ascoli Piceno,Italy,Europe,25
725725,Male,San Cosma,Padova,Italy,Europe,55
725795,Female,Mandatoriccio,Cosenza,Italy,Europe,88
725929,Female,Montalcino,Siena,Italy,Europe,26
726123,Male,Crociale,Lucca,Italy,Europe,72
726750,Male,Frassinelle Polesine,Rovigo,Italy,Europe,29
726934,Male,Sesto San Giovanni,Milano,Italy,Europe,48
726955,Male,Senales,Bolzano,Italy,Europe,46
727060,Female,Randazzo,Catania,Italy,Europe,23
727094,Male,Massa Finalese,Modena,Italy,Europe,71
727109,Male,Vigalzano,Trento,Italy,Europe,28
727274,Male,Sartirana Lomellina,Pavia,Italy,Europe,66
727285,Male,Campagnola,Caserta,Italy,Europe,47
727604,Female,Farfengo,Cremona,Italy,Europe,32
